NUTS3;CODE
'CH012';'3965'
'CH040';'8049'
'CH012';'3954'
'CH012';'3955'
'CH040';'8055'
'CH012';'3952'
'CH040';'8052'
'CH012';'3953'
'CH040';'8053'
'CH012';'3956'
'CH012';'3957'
'CH040';'8041'
'CH012';'3946'
'CH040';'8046'
'CH012';'3947'
'CH040';'8047'
'CH012';'3944'
'CH040';'8044'
'CH012';'3945'
'CH040';'8045'
'CH012';'3951'
'CH012';'3948'
'CH040';'8032'
'CH012';'3949'
'CH012';'3938'
'CH040';'8038'
'CH012';'3939'
'CH012';'3937'
'CH040';'8037'
'CH012';'3942'
'CH012';'3943'
'CH012';'3940'
'CH012';'3930'
'CH012';'3931'
'CH012';'3928'
'CH012';'3929'
'CH012';'3934'
'CH012';'3935'
'CH012';'3932'
'CH012';'3933'
'CH012';'3922'
'CH012';'3923'
'CH012';'3920'
'CH012';'3926'
'CH012';'3927'
'CH012';'3924'
'CH040';'8008'
'CH012';'3925'
'CH012';'3914'
'CH012';'3912'
'CH012';'3913'
'CH012';'3918'
'CH040';'8002'
'CH012';'3919'
'CH040';'8003'
'CH012';'3916'
'CH012';'3917'
'CH040';'8001'
'CH012';'3906'
'CH040';'8006'
'CH012';'3907'
'CH012';'3904'
'CH040';'8004'
'CH012';'3905'
'CH040';'8005'
